Name,Critic_Score,User_Score,Platform
Pro Race Driver,81,8.5,PS2
Steel Battalion,83,8.5,XBOX
James Bond 007: NightFire,77,8.5,PS2
James Bond 007: NightFire,80,8.5,GC
Rocky,74,8.5,PS2
Cubivore: Survival of the Fittest,71,8.5,GC
TransWorld Snowboarding,74,8.5,XBOX
Tiger Woods PGA Tour 2003,88,8.5,XBOX
Tony Hawk's Pro Skater 4,91,8.5,GC
Tony Hawk's Pro Skater 4,90,8.5,XBOX
Baldur's Gate: Dark Alliance,83,8.5,XBOX
BloodRayne,73,8.5,GC
Capcom vs. SNK 2 EO,68,8.5,GC
Divine Divinity,81,8.5,PC
NHL Hitz 20-03,81,8.5,XBOX
Ty the Tasmanian Tiger,69,8.5,GC
Freekstyle,78,8.5,GC
Syberia,82,8.5,PC
Riding Spirits,59,8.5,PS2
Sega Soccer Slam,80,8.5,XBOX
Capcom vs. SNK Pro,74,8.5,PS
Duke Nukem Advance,81,8.5,GBA
Madden NFL 2003,92,8.5,GC
Crazy Taxi 3: High Roller,69,8.5,XBOX
Age of Wonders II: The Wizard's Throne,86,8.5,PC
The Elder Scrolls III: Morrowind,87,8.5,XBOX
Scooby-Doo! Night of 100 Frights,69,8.5,PS2
TransWorld Surf,76,8.5,PS2
Ecco the Dolphin: Defender of the Future,71,8.5,PS2
Zone of the Enders: The Fist of Mars,71,8.5,GBA
Silent Hill 2: Restless Dreams,84,8.5,XBOX
SSX Tricky,87,8.5,GC
Tsugunai: Atonement,67,8.5,PS2
Luigi's Mansion,78,8.5,GC
Dead or Alive 3,87,8.5,XBOX
Half-Life,87,8.5,PS2
Star Wars Rogue Leader: Rogue Squadron II,90,8.5,GC
Syphon Filter 3,73,8.5,PS
Soul Reaver 2,80,8.5,PS2
Grand Theft Auto III,97,8.5,PS2
NASCAR Thunder 2002,85,8.5,PS2
Okage: Shadow King,70,8.5,PS2
Monster Rancher 3,77,8.5,PS2
NHL 2002,92,8.5,PS2
Throne of Darkness,68,8.5,PC
Ooga Booga,81,8.5,DC
Dave Mirra Freestyle BMX 2,81,8.5,PS2
Resident Evil Code: Veronica X,84,8.5,PS2
Armored Core 2: Another Age,75,8.5,PS2
Conquest: Frontier Wars,80,8.5,PC
NCAA Football 2002,90,8.5,PS2
MX 2002 Featuring Ricky Carmichael,76,8.5,PS2
Bloody Roar 3,71,8.5,PS2
Sonic Adventure 2,89,8.5,DC
Castlevania: Circle of the Moon,91,8.5,GBA
Resident Evil 3: Nemesis,71,8.5,PC
MDK 2: Armageddon,80,8.5,PS2
Colin McRae Rally 2.0,83,8.5,PC
Dino Crisis,59,8.5,PC
Tekken Tag Tournament,85,8.5,PS2
Tony Hawk's Pro Skater 2,91,8.5,PC
Mega Man Legends 2,76,8.5,PS
Demolition Racer: No Exit,77,8.5,DC
Samba de Amigo,89,8.5,DC
Street Fighter III: 3rd Strike,84,8.5,DC
Pokemon Puzzle League,81,8.5,N64
Sega Marine Fishing,79,8.5,DC
Fur Fighters,80,8.5,DC
Bust-A-Move 4,79,8.5,DC
SimCity 3000 Unlimited,77,8.5,PC
Vagrant Story,92,8.5,PS
EverQuest: The Ruins of Kunark,86,8.5,PC
Asheron's Call,81,8.5,PC
Wipeout 3,89,8.5,PS
Railroad Tycoon II,89,8.5,PC
Ace Combat 2,83,8.5,PS
Blast Corps,90,8.5,N64
Tomb Raider,91,8.5,PS
Shenmue I & II,76,8.4,PC
WarioWare Gold,78,8.4,3DS
Archangel: Hellfire,79,8.4,PC
FOX n FORESTS,71,8.4,XONE
Little Nightmares: Complete Edition,79,8.4,Switch
Forgotton Anne,76,8.4,PC
Frostpunk,84,8.4,PC
Yakuza 6: The Song of Life,83,8.4,PS4
Ghost of a Tale,75,8.4,PC
Moss,85,8.4,PS4
Bayonetta 2,92,8.4,Switch
Final Fantasy XII: The Zodiac Age,83,8.4,PC
Wulverblade,77,8.4,XONE
SteamWorld Heist: Ultimate Edition,91,8.4,Switch
Gorogoa,84,8.4,PC
Monster of the Deep: Final Fantasy XV,62,8.4,PS4
Spintires: Mudrunner,72,8.4,XONE
A Hat in Time,79,8.4,PC
Axiom Verge,87,8.4,Switch
Doki Doki Literature Club!,78,8.4,PC
SteamWorld Dig 2,85,8.4,PC
Divinity: Original Sin II,93,8.4,PC
Splatoon 2,83,8.4,Switch
Gigantic,76,8.4,PC
Fallen Legion: Sins of an Empire,64,8.4,PS4
Final Fantasy XIV: Stormblood,89,8.4,PS4
Slime-san,82,8.4,Switch
Mages of Mystralia,74,8.4,PC
Shantae: Half-Genie Hero,80,8.4,WIIU
Shadow Tactics: Blades of the Shogun,85,8.4,PC
Titanfall 2,89,8.4,PS4
Wuppo,78,8.4,PC
Severed,83,8.4,WIIU
Dragon Quest VII: Fragments of the Forgotten Past,81,8.4,3DS
Grand Kingdom,76,8.4,VITA
Time Machine VR,58,8.4,PC
DOOM,85,8.4,PC
DOOM,87,8.4,XONE
The Legend of Zelda: Twilight Princess HD,86,8.4,WIIU
Grim Dawn,83,8.4,PC
Naruto Shippuden: Ultimate Ninja Storm 4,80,8.4,XONE
SteamWorld Heist,86,8.4,3DS
Dariusburst: Chronicle Saviours,80,8.4,PC
Stella Glow,79,8.4,3DS
Life is Strange: Episode 5 - Polarized,83,8.4,PC
3D Sonic the Hedgehog 2,87,8.4,3DS
Dengeki Bunko: Fighting Climax,75,8.4,VITA
SOMA,84,8.4,PC
Dungeon Travelers 2: The Royal Library & the Monster Seal,73,8.4,VITA
Tales From The Borderlands: Episode 4 - Escape Plan Bravo,79,8.4,PC
Journey,92,8.4,PS4
Devil May Cry 4: Special Edition,76,8.4,XONE
Tales From The Borderlands: Episode 3 - Catch A Ride,81,8.4,PC
The Elder Scrolls Online: Tamriel Unlimited,77,8.4,XONE
Sayonara UmiharaKawase +,76,8.4,VITA
Age of Wonders III - Eternal Lords,80,8.4,PC
Life is Strange: Episode 1 - Chrysalis,77,8.4,XONE
Atelier Ayesha Plus: The Alchemist of Dusk,76,8.4,VITA
Assetto Corsa,85,8.4,PC
Tales From The Borderlands: Episode 1 - Zer0 Sum,84,8.4,PC
This War of Mine,83,8.4,PC
The Binding of Isaac: Rebirth,86,8.4,PC
Fantasy Life,73,8.4,3DS
Shantae and the Pirate's Curse,82,8.4,3DS
Alien: Isolation,81,8.4,PC
Shovel Knight,88,8.4,WIIU
Tales of Symphonia Chronicles,77,8.4,PS3
Bravely Default,85,8.4,3DS
Ratchet & Clank: Into the Nexus,76,8.4,PS3
Rocksmith 2014 Edition,86,8.4,PS3
The Wolf Among Us: Episode 1 - Faith,82,8.4,X360
Starpoint Gemini 2,70,8.4,PC
Rayman Legends,87,8.4,VITA
Hatsune Miku: Project Diva F,73,8.4,PS3
Dragon's Crown,82,8.4,PS3
Dragon's Crown,77,8.4,VITA
Dynasty Warriors 8,68,8.4,PS3
Borderlands 2: Tiny Tina's Assault on Dragon Keep,86,8.4,X360
Hotline Miami,85,8.4,VITA
Muramasa Rebirth,78,8.4,VITA
Gunpoint,83,8.4,PC
Donkey Kong Country Returns 3D,83,8.4,3DS
Metro: Last Light,80,8.4,X360
Far Cry 3: Blood Dragon,80,8.4,X360
Tomb Raider,87,8.4,PS3
Batman: Arkham City - Armored Edition,85,8.4,WIIU
LEGO The Lord of the Rings,80,8.4,X360
Dishonored,91,8.4,PC
Trials Evolution: Origin of Pain,85,8.4,X360
Hell Yeah! Wrath of the Dead Rabbit,70,8.4,X360
Tokyo Jungle,74,8.4,PS3
FTL: Faster Than Light,84,8.4,PC
The Walking Dead: Episode 3 - Long Road Ahead,85,8.4,PC
Ratchet & Clank Collection,83,8.4,PS3
Transformers: Fall of Cybertron,79,8.4,X360
The Last Story,80,8.4,WII
The Walking Dead: Episode 2 - Starved for Help,84,8.4,PS3
Pokemon Conquest,80,8.4,DS
Metal Gear Solid HD Collection,81,8.4,VITA
Kingdom Hearts 3D: Dream Drop Distance,75,8.4,3DS
Ys Origin,76,8.4,PC
The Walking Dead: Episode 1 - A New Day,82,8.4,PC
Botanicula,82,8.4,PC
Rayman Origins,86,8.4,PC
Rayman Origins,88,8.4,VITA
Jak and Daxter Collection,81,8.4,PS3
Resident Evil: Revelations,82,8.4,3DS
I Heart Geeks!,54,8.4,DS
Sonic CD,80,8.4,PS3
Trine 2,84,8.4,PC
Rayman Origins,87,8.4,PS3
Super Mario 3D Land,90,8.4,3DS
The Kore Gang,70,8.4,WII
DoDonPachi Resurrection,77,8.4,X360
Sonic Generations,77,8.4,X360
Uncharted 3: Drake's Deception,92,8.4,PS3
Bejeweled 3,78,8.4,X360
Professor Layton and the Last Specter,83,8.4,DS
The Binding of Isaac,84,8.4,PC
Rock of Ages,72,8.4,X360
Alice: Madness Returns,75,8.4,PC
Mortal Kombat,84,8.4,PS3
Total War: Shogun 2,90,8.4,PC
Gemini Rue,82,8.4,PC
Dead Space 2,87,8.4,PC
Dead Space 2,89,8.4,PS3
LittleBigPlanet 2,91,8.4,PS3
Starpoint Gemini,46,8.4,PC
The Dream Machine,75,8.4,PC
lilt line,64,8.4,WII
Rune Factory 3: A Fantasy Harvest Moon,77,8.4,DS
Ys: The Oath in Felghana,80,8.4,PSP
Pokemon Ranger: Guardian Signs,68,8.4,DS
Shantae: Risky's Revenge,85,8.4,DS
Red Dead Redemption: Liars and Cheats,80,8.4,PS3
NHL Slapshot,76,8.4,WII
Castle Crashers,85,8.4,PS3
Lara Croft and the Guardian of Light,85,8.4,X360
Ys Seven,79,8.4,PSP
LIMBO,90,8.4,X360
Monkey Island 2 Special Edition: LeChuck's Revenge,85,8.4,X360
Pearl Harbor Trilogy - 1941: Red Sun Rising,70,8.4,WII
Deathsmiles,76,8.4,X360
Jett Rocket,70,8.4,WII
Disney/Pixar Toy Story 3,76,8.4,X360
Green Day: Rock Band,76,8.4,WII
Planet Minigolf,66,8.4,PS3
Lead and Gold: Gangs of the Wild West,68,8.4,PS3
NIER,67,8.4,X360
WarioWare D.I.Y. Showcase,73,8.4,WII
WarioWare D.I.Y.,82,8.4,DS
Max & the Magic Marker,76,8.4,WII
Ace Attorney Investigations: Miles Edgeworth,78,8.4,DS
Blaster Master: Overdrive,58,8.4,WII
Tales of Monkey Island Chapter 5: Rise of the Pirate God,81,8.4,PC
Resident Evil Archives: Resident Evil Zero,62,8.4,WII
Left 4 Dead 2,89,8.4,PC
New Super Mario Bros. Wii,87,8.4,WII
Tales of Monkey Island Chapter 4: The Trial and Execution of Guybrush Threepwood,80,8.4,PC
Kingdom Hearts 358/2 Days,75,8.4,DS
MySims Agents,78,8.4,WII
NHL 10,88,8.4,X360
Muramasa: The Demon Blade,81,8.4,WII
Contra ReBirth,76,8.4,WII
Mana Khemia 2: Fall of Alchemy,70,8.4,PS2
Spectrobes: Origins,71,8.4,WII
Flipnote Studio,93,8.4,DS
Fat Princess,79,8.4,PS3
Memento Mori,66,8.4,PC
Tales of Monkey Island Chapter 1: Launch of the Screaming Narwhal,79,8.4,WII
Ghostbusters: The Video Game,64,8.4,PS2
The Legendary Starfy,75,8.4,DS
CellFactor: Psychokinetic Wars,71,8.4,PS3
Knights in the Nightmare,76,8.4,DS
Battlestations: Pacific,74,8.4,PC
Fallout 3: Broken Steel,82,8.4,X360
Bit.Trip Beat,80,8.4,WII
Super Street Fighter II Turbo HD Remix,88,8.4,X360
Tomb Raider: Underworld,70,8.4,DS
Madagascar: Escape 2 Africa,58,8.4,PS3
FIFA Soccer 09 All-Play,80,8.4,WII
Naruto: Clash of Ninja Revolution 2,72,8.4,WII
Wario Land: Shake It!,78,8.4,WII
NHL 09,88,8.4,X360
B-Boy,53,8.4,PS2
Golf: Tee It Up!,69,8.4,X360
SoulCalibur,79,8.4,X360
Block Breaker Deluxe,70,8.4,WII
UEFA EURO 2008,80,8.4,X360
Galactic Civilizations II: Twilight of the Arnor,92,8.4,PC
MLB 08: The Show,83,8.4,PSP
Lost Odyssey,78,8.4,X360
No More Heroes,83,8.4,WII
Omega Five,72,8.4,X360
Sonic Riders: Zero Gravity,56,8.4,PS2
Rock Band,92,8.4,PS3
Contra 4,83,8.4,DS
Call of Duty 4: Modern Warfare,94,8.4,PS3
Guitar Hero III: Legends of Rock,82,8.4,PS2
Guilty Gear XX Accent Core,75,8.4,WII
MLB Power Pros,83,8.4,WII
Project Gotham Racing 4,85,8.4,X360
Skate,86,8.4,X360
Guilty Gear XX Accent Core,77,8.4,PS2
Worms: Open Warfare 2,81,8.4,DS
Super Stardust HD,85,8.4,PS3
Carcassonne,79,8.4,X360
The Bigs,79,8.4,X360
Scarface: The World Is Yours,71,8.4,WII
The Red Star,72,8.4,PS2
Sam & Max Episode 105: Reality 2.0,82,8.4,PC
The Elder Scrolls IV: Shivering Isles,86,8.4,PC
MVP 07 NCAA Baseball,76,8.4,PS2
Romance of the Three Kingdoms XI,69,8.4,PS2
Rogue Galaxy,83,8.4,PS2
Europa Universalis III,83,8.4,PC
Karaoke Revolution Presents: American Idol,78,8.4,PS2
Excite Truck,72,8.4,WII
Final Fantasy III,77,8.4,DS
Heroes of Might and Magic V: Hammers of Fate,66,8.4,PC
Phantasy Star Universe,68,8.4,PS2
Tales of the Abyss,78,8.4,PS2
ParaWorld,71,8.4,PC
NBA 2K7,81,8.4,PS2
Mega Man Battle Network 6 Cybeast Gregar,62,8.4,GBA
Monster Hunter Freedom,71,8.4,PSP
Rogue Trooper,71,8.4,PS2
Guild Wars Factions,84,8.4,PC
Ace Combat Zero: The Belkan War,75,8.4,PS2
FIFA World Cup: Germany 2006,77,8.4,XBOX
Dreamfall: The Longest Journey,73,8.4,XBOX
The Godfather,75,8.4,PS2
Black,79,8.4,PS2
Tycoon City: New York,67,8.4,PC
Star Wars: Empire at War,79,8.4,PC
Prince of Persia: The Two Thrones,85,8.4,XBOX
Mario & Luigi: Partners in Time,86,8.4,DS
College Hoops 2K6,82,8.4,XBOX
Neopets: The Darkest Faerie,61,8.4,PS2
Tony Hawk's American Sk8land,84,8.4,DS
Half-Life 2,90,8.4,XBOX
Sonic Rush,82,8.4,DS
True Crime: New York City,59,8.4,GC
Call of Duty 2,86,8.4,PC
Spartan: Total Warrior,74,8.4,PS2
Battlefield 2: Modern Combat,80,8.4,PS2
Dance Dance Revolution: Mario Mix,69,8.4,GC
The Warriors,84,8.4,PS2
Disney's Toontown Online,81,8.4,PC
Castlevania: Dawn of Sorrow,89,8.4,DS
Heroes of the Pacific,76,8.4,PS2
Rome: Total War Barbarian Invasion,82,8.4,PC
Burnout Revenge,89,8.4,XBOX
NHL 06,79,8.4,XBOX
NHL 06,78,8.4,GC
MotoGP 3: Ultimate Racing Technology,85,8.4,XBOX
Yu-Gi-Oh! Nightmare Troubadour,73,8.4,DS
Pump It Up: Exceed,73,8.4,PS2
Nintendogs: Chihuahua & Friends,83,8.4,DS
Shaman King: Master of Spirits 2,72,8.4,GBA
Fullmetal Alchemist 2: Curse of the Crimson Elixir,67,8.4,PS2
Battlefield 2,91,8.4,PC
Destroy All Humans!,74,8.4,PS2
Mega Man Battle Network 5: Team Protoman,67,8.4,GBA
Pokemon Emerald Version,76,8.4,GBA
Guild Wars,89,8.4,PC
Stella Deus: The Gate of Eternity,75,8.4,PS2
Area 51,75,8.4,PS2
Polarium,73,8.4,DS
Obscure,66,8.4,XBOX
Act of War: Direct Action,82,8.4,PC
Need for Speed Underground Rivals,74,8.4,PSP
NBA Street V3,88,8.4,GC
Shadow of Rome,75,8.4,PS2
Star Wars: Knights of the Old Republic II - The Sith Lords,85,8.4,PC
World Soccer Winning Eleven 8 International,90,8.4,XBOX
World Soccer Winning Eleven 8 International,91,8.4,PS2
Joint Operations: Escalation,78,8.4,PC
Rumble Roses,66,8.4,PS2
The Urbz: Sims in the City,73,8.4,GC
ATV Offroad Fury 3,78,8.4,PS2
Fatal Frame II: Crimson Butterfly Director's Cut,84,8.4,XBOX
Hidden & Dangerous 2: Sabre Squadron,67,8.4,PC
Ty the Tasmanian Tiger 2: Bush Rescue,69,8.4,XBOX
Tony Hawk's Underground 2,82,8.4,GC
Wanted: A Wild Western Adventure,66,8.4,PC
X-Men Legends,79,8.4,PS2
Star Wars: Battlefront,80,8.4,XBOX
Star Wars: Battlefront (2004),76,8.4,PC
Vietcong: Purple Haze,57,8.4,XBOX
Fable,85,8.4,XBOX
Hot Shots Golf Fore!,80,8.4,PS2
Spider-Man 2,80,8.4,GC
Full Spectrum Warrior,84,8.4,XBOX
Harry Potter and the Prisoner of Azkaban,69,8.4,GBA
City of Heroes,85,8.4,PC
Serious Sam: Next Encounter,69,8.4,GC
Resident Evil Outbreak,71,8.4,PS2
Mega Man: Battle Chip Challenge,54,8.4,GBA
Drakengard,63,8.4,PS2
Pitfall: The Lost Expedition,70,8.4,PS2
James Bond 007: Everything or Nothing,84,8.4,PS2
Vietcong: Fist Alpha,73,8.4,PC
Sonic Battle,69,8.4,GBA
The Sims Bustin' Out,81,8.4,GC
Beyond Good & Evil,87,8.4,GC
I-Ninja,75,8.4,XBOX
Combat Mission 3: Afrika Korps,81,8.4,PC
Neverwinter Nights: Hordes of the Underdark,84,8.4,PC
Lowrider,46,8.4,PS2
I-Ninja,73,8.4,PS2
Magic: The Gathering - Battlegrounds,72,8.4,XBOX
Whiplash,66,8.4,PS2
"Warhammer 40,000: Fire Warrior",64,8.4,PS2
Double Dragon Advance,75,8.4,GBA
SpongeBob SquarePants: Battle for Bikini Bottom,70,8.4,XBOX
Harry Potter: Quidditch World Cup,68,8.4,GC
Castlevania: Lament of Innocence,79,8.4,PS2
ESPN NBA Basketball,89,8.4,PS2
Teenage Mutant Ninja Turtles,59,8.4,PS2
Teenage Mutant Ninja Turtles,56,8.4,XBOX
Tak and the Power of Juju,71,8.4,GC
Conflict: Desert Storm II - Back to Baghdad,70,8.4,PS2
DemiKids: Light Version,62,8.4,GBA
NHL Hitz Pro,79,8.4,PS2
Once Upon a Knight,63,8.4,PC
NHL 2004,85,8.4,GC
SimCity 4: Rush Hour,79,8.4,PC
Tiger Woods PGA Tour 2004,89,8.4,GC
Homeworld 2,83,8.4,PC
ESPN NHL Hockey,88,8.4,XBOX
Savage: The Battle for Newerth,75,8.4,PC
Battlefield 1942: Secret Weapons of WWII,79,8.4,PC
Buffy the Vampire Slayer: Chaos Bleeds,75,8.4,GC
Tony Hawk's Pro Skater 4,88,8.4,PC
Tron 2.0,84,8.4,PC
Madden NFL 2004,94,8.4,PS2
Aliens Versus Predator: Extinction,66,8.4,PS2
Outlaw Volleyball,77,8.4,XBOX
Ape Escape 2,82,8.4,PS2
Arc the Lad: Twilight of the Spirits,72,8.4,PS2
Rock 'N Roll Racing,80,8.4,GBA
Dragon Ball Z: The Legacy of Goku II,75,8.4,GBA
Return to Castle Wolfenstein: Tides of War,84,8.4,XBOX
Phantasy Star Online Episode I & II,83,8.4,XBOX
Marvel vs. Capcom 2,65,8.4,XBOX
World Soccer Winning Eleven 6 International,93,8.4,PS2
High Heat Major League Baseball 2004,83,8.4,XBOX
Rayman 3: Hoodlum Havoc,77,8.4,GC
All-Star Baseball 2004,74,8.4,XBOX
American Conquest,76,8.4,PC
HSX HyperSonic.Xtreme,53,8.4,PS2
ATV Quad Power Racing 2,70,8.4,GC
The Lord of the Rings: The Two Towers,82,8.4,GC
NCAA College Basketball 2K3,84,8.4,XBOX
Phantasy Star Collection,76,8.4,GBA
Robin Hood: The Legend of Sherwood,80,8.4,PC
Battle Realms: Winter of the Wolf,71,8.4,PC
Phantom Crash,74,8.4,XBOX
Combat Mission: Barbarossa to Berlin,89,8.4,PC
Robotech: Battlecry,74,8.4,GC
Tony Hawk's Pro Skater 4,94,8.4,PS2
Wild Arms 3,78,8.4,PS2
NBA Live 2003,83,8.4,PS2
Legaia 2: Duel Saga,67,8.4,PS2
Need for Speed: Hot Pursuit 2,89,8.4,PS2
Need for Speed: Hot Pursuit 2,68,8.4,GC
Prisoner of War,64,8.4,PC
Summoner 2,76,8.4,PS2
Commandos 2: Men of Courage,67,8.4,XBOX
NHL Hitz 20-03,82,8.4,PS2
NHL Hitz 20-03,82,8.4,GC
Spring Break,69,8.4,PC
Super Monkey Ball 2,87,8.4,GC
Beach Spikers: Virtua Beach Volleyball,76,8.4,GC
NCAA Football 2003,91,8.4,PS2
Wipeout Fusion,83,8.4,PS2
Bomberman Generation,81,8.4,GC
Medal of Honor Frontline,88,8.4,PS2
Hunter: The Reckoning,79,8.4,XBOX
MotoGP,84,8.4,XBOX
Dinotopia: The Timestone Pirates,64,8.4,GBA
Dance Dance Revolution Konamix,84,8.4,PS
The Operative: No One Lives Forever,67,8.4,PS2
Cossacks: The Art of War,74,8.4,PC
Tony Hawk's Pro Skater 3,90,8.4,PC
Global Operations,79,8.4,PC
Dark Planet: Battle for Natrolis,59,8.4,PC
Warlords Battlecry II,82,8.4,PC
Grandia II,70,8.4,PC
All-Star Baseball 2003,81,8.4,PS2
Pirates: The Legend of Black Kat,72,8.4,PS2
Sonic Adventure 2 Battle,73,8.4,GC
Tropico: Paradise Island,78,8.4,PC
Forever Kingdom,64,8.4,PS2
Max Payne,80,8.4,PS2
Cel Damage,65,8.4,XBOX
Wizardry 8,85,8.4,PC
Stunt GP,49,8.4,PS2
Dragon Warrior VII,78,8.4,PS
4x4 EVO 2,69,8.4,PC
Sid Meier's Civilization III,90,8.4,PC
Madden NFL 2002,90,8.4,XBOX
Doom,81,8.4,GBA
Spider-Man 2: Enter: Electro,74,8.4,PS
F1 2001,83,8.4,PS2
Spider-Man,68,8.4,PC
X-Men: Mutant Academy 2,72,8.4,PS
Tales of Destiny II,78,8.4,PS
Independence War 2: Edge of Chaos,83,8.4,PC
MechCommander 2,80,8.4,PC
Gran Turismo 3: A-Spec,95,8.4,PS2
Poseidon,84,8.4,PC
NBA Street,89,8.4,PS2
Disney's Atlantis: The Lost Empire,73,8.4,PS
Rayman Advance,84,8.4,GBA
Microsoft Train Simulator,84,8.4,PC
MTV Music Generator 2,77,8.4,PS2
Rumble Racing,85,8.4,PS2
Illbleed,61,8.4,DC
Pokemon Stadium 2,78,8.4,N64
Serious Sam: The First Encounter,87,8.4,PC
Shadow of Destiny,78,8.4,PS2
Rayman 2 Revolution,90,8.4,PS2
Phantasy Star Online,89,8.4,DC
Darkstone,58,8.4,PS
Kengo: Master of Bushido,62,8.4,PS2
Disney's Donald Duck: Goin' Quackers,71,8.4,DC
Earth 2150,78,8.4,PC
Sky Odyssey,79,8.4,PS2
Kessen,75,8.4,PS2
Knockout Kings 2001,84,8.4,PS
SSX,93,8.4,PS2
Evergrace,59,8.4,PS2
SWAT 3: Elite Edition,81,8.4,PC
Heroes Chronicles: Warlords of the Wasteland,67,8.4,PC
Sanity: Aiken's Artifact,73,8.4,PC
Steel Beasts,86,8.4,PC
RPG Maker,66,8.4,PS
Crimson Skies,83,8.4,PC
Duck Dodgers Starring Daffy Duck,69,8.4,N64
Seaman,82,8.4,DC
Enemy Engaged: RAH-66 Comanche Versus Ka-52 Hokum,86,8.4,PC
Vampire: The Masquerade - Redemption,74,8.4,PC
Final Fantasy Anthology,80,8.4,PS
Star Ocean: The Second Story,80,8.4,PS
Tom Clancy's Rainbow Six,85,8.4,PC
Mystical Ninja starring Goemon,67,8.4,N64
Diddy Kong Racing,88,8.4,N64
Extreme-G,82,8.4,N64
Harvester,53,8.4,PC
The Walking Dead: The Telltale Series - The Final Season Episode 2: Suffer the Children,69,8.3,PC
Planet Alpha,72,8.3,PC
Monster Hunter Generations Ultimate,80,8.3,Switch
Yakuza 0,86,8.3,PC
"Warhammer 40,000: Gladius - Relics of War",72,8.3,PC
Splatoon 2: Octo Expansion,82,8.3,Switch
Gray Dawn,72,8.3,PC
Celeste,92,8.3,Switch
Subnautica,87,8.3,PC
Darkest Dungeon,85,8.3,Switch
Finding Paradise,81,8.3,PC
Okami HD,88,8.3,XONE
The Legend of Zelda: Breath of the Wild - The Champions' Ballad,81,8.3,Switch
L.A. Noire,79,8.3,Switch
"Snipperclips Plus: Cut It Out, Together!",84,8.3,Switch
Attentat 1942,75,8.3,PC
Cuphead,88,8.3,PC
Thimbleweed Park,82,8.3,Switch
Life is Strange: Before the Storm - Episode 1: Awake,79,8.3,XONE
The Escapists 2,75,8.3,PC
Solstice Chronicles: MIA,68,8.3,PC
Final Fantasy XII: The Zodiac Age,86,8.3,PS4
Get Even,73,8.3,XONE
Injustice 2,89,8.3,XONE
Rakuen,84,8.3,PC
Wilson's Heart,79,8.3,PC
Stellaris - Utopia,82,8.3,PC
Dark Souls III: The Ringed City,82,8.3,PC
Danganronpa 1-2 Reload,83,8.3,PS4
Horizon Zero Dawn,89,8.3,PS4
Gravity Rush 2,80,8.3,PS4
Pokemon Sun,87,8.3,3DS
Titanfall 2,87,8.3,XONE
Yomawari: Night Alone,75,8.3,VITA
INSIDE,91,8.3,PS4
The King of Fighters XIV,79,8.3,PS4
Okhlos,69,8.3,PC
Zero Escape: Zero Time Dilemma,78,8.3,PC
Adventures of Mana,66,8.3,VITA
Zero Escape: Zero Time Dilemma,83,8.3,VITA
VA-11 Hall-A: Cyberpunk Bartender Action,77,8.3,PC
Rhythm Heaven Megamix,83,8.3,3DS
Anima: Gate of Memories,72,8.3,XONE
DOOM,85,8.3,PS4
Uncharted 4: A Thief's End,93,8.3,PS4
The Banner Saga 2,82,8.3,PC
Aurion: Legacy of the Kori-Odan,69,8.3,PC
Skullgirls: 2nd Encore,76,8.3,VITA
Heavy Rain & Beyond: Two Souls Collection,78,8.3,PS4
Rocket League,87,8.3,XONE
Dying Light: The Following,79,8.3,PC
Gravity Rush Remastered,80,8.3,PS4
Final Fantasy Explorers,69,8.3,3DS
Pokemon Super Mystery Dungeon,69,8.3,3DS
Starcraft II: Legacy of the Void,88,8.3,PC
Human Resource Machine,72,8.3,WIIU
Chaos Reborn,85,8.3,PC
Life is Strange: Episode 5 - Polarized,81,8.3,PS4
The Talos Principle,88,8.3,PS4
Dengeki Bunko: Fighting Climax,66,8.3,PS3
Disgaea 5: Alliance of Vengeance,80,8.3,PS4
Else Heart.Break(),79,8.3,PC
Blood Bowl 2,70,8.3,XONE
Undertale,92,8.3,PC
Danganronpa Another Episode: Ultra Despair Girls,72,8.3,VITA
Until Dawn,79,8.3,PS4
Toy Soldiers: War Chest,60,8.3,XONE
Rocket League,86,8.3,PC
Swords & Soldiers II,75,8.3,WIIU
Pillars of Eternity,89,8.3,PC
Life is Strange: Episode 2 - Out of Time,78,8.3,PS4
3D Out Run,87,8.3,3DS
Resident Evil HD Remaster,83,8.3,PS4
Resident Evil HD Remaster,82,8.3,PC
Avernum 2: Crystal Souls,78,8.3,PC
Brandish: The Dark Revenant,78,8.3,PSP
Grand Theft Auto V,97,8.3,PS4
Cosmophony,73,8.3,WIIU
Stealth Inc 2: A Game of Clones,82,8.3,WIIU
Freedom Wars,73,8.3,VITA
Screencheat,71,8.3,PC
Dark Souls II: Crown of the Ivory King,87,8.3,PS3
Forza Horizon 2,86,8.3,XONE
Hyrule Warriors,76,8.3,WIIU
The Wolf Among Us: Episode 5 - Cry Wolf,85,8.3,X360
Shovel Knight,90,8.3,3DS
Valiant Hearts: The Great War,77,8.3,PS4
Transistor,83,8.3,PC
The Walking Dead: Season Two Episode 3 - In Harm's Way,81,8.3,PC
The Walking Dead: Season Two Episode 3 - In Harm's Way,80,8.3,PS3
BlazBlue: Chrono Phantasma,83,8.3,PS3
The Walking Dead: Season Two Episode 2 - A House Divided,80,8.3,X360
Shadowrun: Dragonfall,81,8.3,PC
The Wolf Among Us: Episode 2 - Smoke and Mirrors,76,8.3,PC
Phoenix Wright: Ace Attorney - Dual Destinies,81,8.3,3DS
Knock-knock,57,8.3,PC
Grand Theft Auto V,97,8.3,PS3
Grand Theft Auto V,97,8.3,X360
Outlast,80,8.3,PC
